600,0.02491,3208.64,3582.3,6.6775,0.01818,3174,3537.57,6.5048,,,
650,0.0268,3310.37,3712.32,6.8223,0.01969,3281.46,3675.32,6.6582,,,
700,0.02861,3410.94,3840.12,6.9572,0.02113,3386.46,3809.09,6.7993,,,
800,0.0321,3610.99,4092.43,7.204,0.02385,3592.73,4069.8,7.0544,,,
900,0.03546,3811.89,4343.75,7.4279,0.02645,3797.44,4326.37,7.283,,,
1000,0.03875,4015.41,4596.63,7.6347,0.02897,4003.12,4582.45,7.4925,,,
1100,0.042,4222.55,4852.56,7.8282,0.03145,4211.3,4840.24,7.6874,,,
1200,0.04523,4433.78,5112.27,8.0108,0.03391,4422.81,5100.96,7.8706,,,
1300,0.04845,4649.12,5375.94,8.1839,0.03636,4637.95,5365.1,8.0441,,,
,,,,,,,,,,,
375,0.001789,1737.75,1791.43,3.9303,0.001641,1677.09,1742.71,3.8289,,,
400,0.00279,2067.34,2151.04,4.4728,0.001908,1854.52,1930.83,4.1134,,,
425,0.005304,2455.06,2614.17,5.1503,0.002532,2096.83,2198.11,4.5028,,,
450,0.006735,2619.3,2821.35,5.4423,0.003693,2365.07,2512.79,4.9459,,,
500,0.008679,2820.67,3081.03,5.7904,0.005623,2678.36,2903.26,5.4699,,,
550,0.010168,2970.31,3275.36,6.0342,0.006984,2869.69,3149.05,5.7784,,,
600,0.011446,3100.53,3443.91,6.233,0.008094,3022.61,3346.38,6.0113,,,
650,0.012596,3221.04,3598.93,6.4057,0.009064,3158.04,3520.58,6.2054,,,
700,0.013661,3335.84,3745.67,6.5606,0.009942,3283.63,3681.29,6.375,,,
800,0.015623,3555.6,4024.31,6.8332,0.011523,3517.89,3978.8,6.6662,,,
900,0.017448,3768.48,4291.93,7.0717,0.012963,3739.42,4257.93,6.915,,,
1000,0.019196,3978.79,4554.68,7.2867,0.014324,3954.64,4527.59,7.1356,,,
1100,0.020903,4189.18,4816.28,7.4845,0.015643,4167.38,4793.08,7.3364,,,
1200,0.022589,4401.29,5078.97,7.6691,0.01694,4380.11,5057.72,7.5224,,,
1300,0.024266,4615.96,5343.95,7.8432,0.018229,4594.28,5323.45,7.6969,,,
